0.000000000000000000e+00 1.550947826934816025e-02
2.000000000000000042e-02 2.493944587057004725e+00
4.000000000000000083e-02 9.497694074551737975e-01
5.999999999999999778e-02 -9.185779287524413750e-01
8.000000000000000167e-02 -2.811127590689064704e+00
1.000000000000000056e-01 -2.776833383782101317e-01
1.199999999999999956e-01 1.077392947834240555e+00
1.400000000000000133e-01 7.004856811868249711e-01
1.600000000000000033e-01 -1.013556396656452474e+00
1.799999999999999933e-01 -1.826614855745823052e+00
2.000000000000000111e-01 6.067977896438602192e-01
2.200000000000000011e-01 5.888517580137988539e-01
2.399999999999999911e-01 1.433679405848928834e-01
2.600000000000000089e-01 -1.634304661384476720e+00
2.800000000000000266e-01 -2.108458070565329745e+00
2.999999999999999889e-01 -3.851122401619442304e-01
3.200000000000000067e-01 1.969888120473673343e+00
3.400000000000000244e-01 6.584338142075716327e-01
3.599999999999999867e-01 -1.649122054225878431e+00
3.800000000000000044e-01 -1.857887772916814173e+00
4.000000000000000222e-01 -6.027171852233130789e-01
4.199999999999999845e-01 2.765482418871053838e+00
4.400000000000000022e-01 7.109124122419079317e-01
4.600000000000000200e-01 -1.452337048346942883e+00
4.799999999999999822e-01 -6.250470361038324985e-01
5.000000000000000000e-01 -4.130121966119938426e-01
5.200000000000000178e-01 1.731145429978572681e+00
5.400000000000000355e-01 1.234809083309003963e+00
5.600000000000000533e-01 -1.978726715481986531e+00
5.799999999999999600e-01 -1.803676863553648424e+00
5.999999999999999778e-01 8.166038602011259639e-01
6.199999999999999956e-01 3.094009215891308173e+00
6.400000000000000133e-01 9.393620120657302230e-01
6.600000000000000311e-01 -1.475754716351241225e+00
6.800000000000000488e-01 -2.083573270162343061e+00
7.000000000000000666e-01 -7.089343020706403431e-01
7.199999999999999734e-01 1.965218048371875970e+00
7.399999999999999911e-01 1.500890537373157807e+00
7.600000000000000089e-01 -4.811799898500840333e-01
7.800000000000000266e-01 -2.052612622174197377e+00
8.000000000000000444e-01 -2.917537401922250528e-01
8.200000000000000622e-01 2.024181341183758143e+00
8.399999999999999689e-01 1.469145076546681805e+00
8.599999999999999867e-01 -7.823038455555147985e-01
8.800000000000000044e-01 -1.568267832534419703e+00
9.000000000000000222e-01 3.587818068297337071e-01
9.200000000000000400e-01 2.924549847452241558e+00
9.400000000000000577e-01 1.582531589864080823e+00
9.599999999999999645e-01 -1.966784413021317013e+00
9.799999999999999822e-01 -1.776693015993594971e+00
1.000000000000000000e+00 -2.893507284281017777e-01
1.020000000000000018e+00 1.602689752359933939e+00
1.040000000000000036e+00 9.647434335771226666e-01
1.060000000000000053e+00 -1.471865322604567705e+00
1.080000000000000071e+00 -1.341639657041705291e+00
1.100000000000000089e+00 -1.399346882970772532e-01
1.120000000000000107e+00 1.632619661667839450e+00
1.140000000000000124e+00 1.619129607026748241e+00
1.159999999999999920e+00 -1.448217335224722957e+00
1.179999999999999938e+00 -2.414017235841884990e+00
1.199999999999999956e+00 -1.256672794283168582e+00
1.219999999999999973e+00 1.668364542732154954e+00
1.239999999999999991e+00 2.035595780924793985e+00
1.260000000000000009e+00 -1.576037078271899983e+00
1.280000000000000027e+00 -2.314745115600072900e+00
1.300000000000000044e+00 2.674534562875838795e-01
1.320000000000000062e+00 1.635838216899947017e+00
1.340000000000000080e+00 7.129330675752424407e-01
1.360000000000000098e+00 -1.016299038269800725e+00
1.380000000000000115e+00 -1.945184044230353182e+00
1.400000000000000133e+00 2.661675648569922226e-01
1.419999999999999929e+00 1.951070027692299647e+00
1.439999999999999947e+00 7.733957573906409255e-01
1.459999999999999964e+00 -1.315709018562382759e+00
1.479999999999999982e+00 -1.719162423224898761e+00
1.500000000000000000e+00 3.811812603672025124e-01
1.520000000000000018e+00 1.497618533338568536e+00
1.540000000000000036e+00 1.001838448967501183e+00
1.560000000000000053e+00 -1.737003253920293533e+00
1.580000000000000071e+00 -9.993740443138939833e-01
1.600000000000000089e+00 1.772498531281661294e-01
1.620000000000000107e+00 2.001248546038760789e+00
1.640000000000000124e+00 1.354612727312650700e+00
1.660000000000000142e+00 -4.525256276699157754e-01
1.679999999999999938e+00 -2.676810600217551794e+00
1.699999999999999956e+00 7.368228651729277767e-02
1.719999999999999973e+00 2.436633426751477760e+00
1.739999999999999991e+00 1.708910716756462111e-01
1.760000000000000009e+00 -1.181802289771961334e+00
1.780000000000000027e+00 -2.321145324630083717e+00
1.800000000000000044e+00 8.265079542306158489e-01
1.820000000000000062e+00 1.771255657253377969e+00
1.840000000000000080e+00 5.292874855155531577e-01
1.860000000000000098e+00 -8.627840737591682130e-01
1.880000000000000115e+00 -2.128892609177524875e+00
1.900000000000000133e+00 -3.237690057350091632e-01
1.919999999999999929e+00 1.645608775030620308e+00
1.939999999999999947e+00 7.239576971058980792e-01
1.959999999999999964e+00 -2.248911218321566263e+00
1.979999999999999982e+00 -1.973555763846380984e+00
